"samplesize","run","Num_Round","LearningRate","Accuracy","AUC","Concordance"
19000,1,300,0.05,0.717842105263158,0.781844227146814,0.781844210526316
19000,1,300,0.07,0.699368421052632,0.780066797783934,0.780066781163435
19000,1,300,0.1,0.689052631578947,0.741611612188366,0.741611567867036
19000,1,400,0.005,0.714789473684211,0.786376797783934,0.786376764542936
19000,1,400,0.01,0.721789473684211,0.792803911357341,0.792803900277008
19000,1,400,0.03,0.716842105263158,0.790605900277008,0.79060588365651
19000,1,400,0.05,0.714736842105263,0.78816232132964,0.788162293628809
19000,1,400,0.07,0.705684210526316,0.783261373961219,0.783261351800554
19000,1,400,0.1,0.658947368421053,0.720139074792244,0.72013903601108
19000,1,500,0.005,0.722421052631579,0.792457218836565,0.792457185595568
19000,1,500,0.01,0.719842105263158,0.791562747922438,0.791562725761773
19000,1,500,0.03,0.717789473684211,0.786040914127424,0.786040908587258
19000,1,500,0.05,0.713526315789474,0.77288243767313,0.772882393351801
19000,1,500,0.07,0.717526315789474,0.787083745152355,0.78708372299169
19000,1,500,0.1,0.699631578947368,0.768202753462604,0.768202725761773
19000,2,100,0.005,0.706526315789474,0.776036659279778,0.776036653739612
19000,2,100,0.01,0.710263157894737,0.7803511966759,0.780351168975069
19000,2,100,0.03,0.702578947368421,0.781117573407202,0.781117551246537
19000,2,100,0.05,0.718105263157895,0.782543379501385,0.78254335734072
19000,2,100,0.07,0.711473684210526,0.781579783933518,0.781579756232687
19000,2,100,0.1,0.707473684210526,0.778947368421053,0.778947324099723
19000,2,200,0.005,0.712526315789474,0.781549495844875,0.781549484764543
19000,2,200,0.01,0.715263157894737,0.784081728531856,0.784081684210526
19000,2,200,0.03,0.719421052631579,0.787215689750693,0.787215634349031
19000,2,200,0.05,0.715263157894737,0.782610570637119,0.782610537396122
19000,2,200,0.07,0.717,0.784068072022161,0.78406804432133
19000,2,200,0.1,0.717789473684211,0.777565717451524,0.777565684210526
19000,2,300,0.005,0.718736842105263,0.784970387811634,0.784970382271468
19000,2,300,0.01,0.717894736842105,0.78742324099723,0.787423235457064
19000,2,300,0.03,0.719368421052632,0.790374421052632,0.790374382271468
19000,2,300,0.05,0.705,0.785446310249307,0.785446260387812
19000,2,300,0.07,0.71521052631579,0.782060498614958,0.782060465373961
19000,2,300,0.1,0.710263157894737,0.778607390581717,0.778607335180055
19000,2,400,0.005,0.716473684210526,0.788940393351801,0.788940365650969
19000,2,400,0.01,0.718,0.793026171745152,0.79302616066482
19000,2,400,0.03,0.715421052631579,0.790498537396122,0.790498515235457
19000,2,400,0.05,0.703684210526316,0.783256736842105,0.783256720221607
19000,2,400,0.07,0.702157894736842,0.781042775623269,0.78104271468144
19000,2,400,0.1,0.707842105263158,0.767994997229917,0.767994991689751
19000,2,500,0.005,0.723473684210526,0.791378675900277,0.791378637119114
19000,2,500,0.01,0.726157894736842,0.795704797783934,0.795704775623269
19000,2,500,0.03,0.711421052631579,0.786606808864266,0.78660675900277
19000,2,500,0.05,0.676842105263158,0.770952432132964,0.770952398891967
19000,2,500,0.07,0.715736842105263,0.776261202216067,0.776261141274238
19000,2,500,0.1,0.707,0.776709096952909,0.776709063711911
19000,3,100,0.005,0.711157894736842,0.776458692520776,0.776458659279778
19000,3,100,0.01,0.713315789473684,0.78094620498615,0.78094616066482
19000,3,100,0.03,0.716736842105263,0.784618105263158,0.784618060941828
19000,3,100,0.05,0.713736842105263,0.786752315789474,0.786752288088643
19000,3,100,0.07,0.718631578947368,0.786403063711911,0.786403024930748
19000,3,100,0.1,0.704473684210526,0.779146969529086,0.779146880886427
19000,3,200,0.005,0.717578947368421,0.784166986149584,0.784166958448754
19000,3,200,0.01,0.716894736842105,0.786100703601108,0.786100675900277
19000,3,200,0.03,0.715894736842105,0.786364077562327,0.786364055401662
19000,3,200,0.05,0.718,0.789950736842105,0.789950703601108
19000,3,200,0.07,0.688947368421053,0.774827218836565,0.774827180055402
19000,3,200,0.1,0.706526315789474,0.760535074792244,0.760535024930748
19000,3,300,0.005,0.715052631578947,0.787479301939058,0.787479268698061
19000,3,300,0.01,0.714105263157895,0.788583434903047,0.788583412742382
19000,3,300,0.03,0.722105263157895,0.790774238227147,0.79077420498615
19000,3,300,0.05,0.721947368421053,0.791573889196676,0.79157383933518
19000,3,300,0.07,0.708052631578947,0.785203047091413,0.785202969529086
19000,3,300,0.1,0.716315789473684,0.787045650969529,0.787045628808864
19000,3,400,0.005,0.719157894736842,0.787905894736842,0.787905872576177
19000,3,400,0.01,0.722368421052632,0.792735246537396,0.792735213296399
19000,3,400,0.03,0.724684210526316,0.797937257617728,0.797937218836565
19000,3,400,0.05,0.715894736842105,0.781220808864266,0.781220764542936
19000,3,400,0.07,0.709052631578947,0.779549130193906,0.779549074792244
19000,3,400,0.1,0.693526315789474,0.752086232686981,0.752086216066482
19000,3,500,0.005,0.721105263157895,0.78917655401662,0.789176542936288
19000,3,500,0.01,0.724684210526316,0.795402997229917,0.795402958448753
19000,3,500,0.03,0.703263157894737,0.785895695290859,0.78589563434903
19000,3,500,0.05,0.719631578947368,0.788711041551246,0.788711013850416
19000,3,500,0.07,0.717315789473684,0.784690337950139,0.784690315789474
19000,3,500,0.1,0.689,0.778099058171745,0.778099002770083
20000,1,100,0.005,0.70755,0.772029745,0.77202971
20000,1,100,0.01,0.7079,0.77484965,0.77484963
20000,1,100,0.03,0.70705,0.780850725,0.78085069
20000,1,100,0.05,0.71665,0.78355955,0.78355953
20000,1,100,0.07,0.7075,0.783272945,0.78327288
20000,1,100,0.1,0.70925,0.782264635,0.78226456
20000,1,200,0.005,0.71055,0.779703675,0.77970365
20000,1,200,0.01,0.71035,0.78203302,0.78203299
20000,1,200,0.03,0.7039,0.7842623,0.78426227
20000,1,200,0.05,0.71645,0.782767055,0.78276702
20000,1,200,0.07,0.71515,0.782112065,0.782112
20000,1,200,0.1,0.71105,0.772485725,0.7724857
20000,1,300,0.005,0.715,0.78290743,0.78290741
20000,1,300,0.01,0.7143,0.78674807,0.78674804
20000,1,300,0.03,0.72145,0.794195855,0.79419583
20000,1,300,0.05,0.71145,0.7804142,0.78041416
20000,1,300,0.07,0.7102,0.774258945,0.77425891
20000,1,300,0.1,0.68785,0.76124395,0.76124393
20000,1,400,0.005,0.71975,0.787196645,0.78719661
20000,1,400,0.01,0.7215,0.790176295,0.79017628
20000,1,400,0.03,0.7214,0.792044655,0.79204463
20000,1,400,0.05,0.7168,0.78798399,0.78798395
20000,1,400,0.07,0.7148,0.78041766,0.78041765
20000,1,400,0.1,0.67535,0.714044685,0.71404465
20000,1,500,0.005,0.7175,0.78601369,0.78601368
20000,1,500,0.01,0.7203,0.794206625,0.79420661
20000,1,500,0.03,0.72105,0.794749055,0.79474905
20000,1,500,0.05,0.71915,0.787796985,0.78779696
20000,1,500,0.07,0.67275,0.75568246,0.75568241
20000,1,500,0.1,0.71165,0.7752252,0.77522511
20000,2,100,0.005,0.71015,0.77757417,0.77757411
20000,2,100,0.01,0.7117,0.77939526,0.77939524
20000,2,100,0.03,0.70935,0.780190955,0.78019094
20000,2,100,0.05,0.6963,0.77955629,0.77955628
20000,2,100,0.07,0.7031,0.77950004,0.77949999
20000,2,100,0.1,0.71315,0.777518675,0.77751856
20000,2,200,0.005,0.7118,0.781335885,0.78133586
20000,2,200,0.01,0.7184,0.78455582,0.78455579
20000,2,200,0.03,0.71345,0.78475203,0.78475201
20000,2,200,0.05,0.718,0.785305085,0.78530505
20000,2,200,0.07,0.7071,0.782964465,0.78296444
20000,2,200,0.1,0.70495,0.77057816,0.77057812
20000,2,300,0.005,0.7157,0.78492066,0.78492062
20000,2,300,0.01,0.7167,0.786403105,0.78640307
20000,2,300,0.03,0.7191,0.790206095,0.79020603
20000,2,300,0.05,0.7061,0.779124325,0.7791243
20000,2,300,0.07,0.7146,0.784355205,0.78435515
20000,2,300,0.1,0.70485,0.78196488,0.78196487
20000,2,400,0.005,0.7194,0.786966605,0.7869666
20000,2,400,0.01,0.7195,0.78692871,0.7869287
20000,2,400,0.03,0.7133,0.78851631,0.78851626
20000,2,400,0.05,0.71065,0.78206407,0.78206402
20000,2,400,0.07,0.71385,0.785701585,0.78570156
20000,2,400,0.1,0.69985,0.77868601,0.77868598
20000,2,500,0.005,0.7173,0.78686723,0.78686722
20000,2,500,0.01,0.7193,0.78911441,0.78911439
20000,2,500,0.03,0.723,0.79401372,0.79401371
20000,2,500,0.05,0.7139,0.785304985,0.78530497
20000,2,500,0.07,0.7077,0.758978915,0.7589789
20000,2,500,0.1,0.7162,0.784761485,0.78476148
20000,3,100,0.005,0.7116,0.778184255,0.77818423
20000,3,100,0.01,0.71345,0.780277805,0.78027777
20000,3,100,0.03,0.71345,0.784684665,0.78468462
20000,3,100,0.05,0.71445,0.782706765,0.78270673
20000,3,100,0.07,0.69095,0.77883339,0.77883335
20000,3,100,0.1,0.7194,0.785678355,0.78567829
20000,3,200,0.005,0.7105,0.78243165,0.78243161
20000,3,200,0.01,0.71605,0.78913261,0.78913259
20000,3,200,0.03,0.70985,0.785634615,0.7856346
20000,3,200,0.05,0.7095,0.785393305,0.78539326
20000,3,200,0.07,0.7094,0.78033236,0.78033231
20000,3,200,0.1,0.71275,0.783761555,0.78376152
20000,3,300,0.005,0.7215,0.789245115,0.78924508
20000,3,300,0.01,0.7149,0.791411855,0.79141183
20000,3,300,0.03,0.72315,0.794134365,0.79413432
20000,3,300,0.05,0.70635,0.78153282,0.78153274
20000,3,300,0.07,0.7014,0.78657032,0.78657028
20000,3,300,0.1,0.71795,0.775630025,0.77563002
20000,3,400,0.005,0.72085,0.79191518,0.79191513
20000,3,400,0.01,0.7209,0.79249455,0.79249453
20000,3,400,0.03,0.717,0.79425472,0.7942547
20000,3,400,0.05,0.7146,0.787550905,0.78755089
20000,3,400,0.07,0.7035,0.770966395,0.77096638
20000,3,400,0.1,0.6667,0.749142255,0.74914222
20000,3,500,0.005,0.7206,0.79192217,0.79192215
20000,3,500,0.01,0.72505,0.799534825,0.7995348
20000,3,500,0.03,0.7288,0.80036789,0.80036788
20000,3,500,0.05,0.70815,0.79319668,0.79319666
20000,3,500,0.07,0.71575,0.78767732,0.78767725
20000,3,500,0.1,0.6623,0.748051265,0.74805122
21000,1,100,0.005,0.70552380952381,0.771431442176871,0.771431392290249
21000,1,100,0.01,0.708714285714286,0.774718136054422,0.774718095238095
21000,1,100,0.03,0.713380952380952,0.780300126984127,0.780300081632653
21000,1,100,0.05,0.712809523809524,0.780147882086168,0.780147845804989
21000,1,100,0.07,0.705428571428571,0.775030843537415,0.775030811791383
21000,1,100,0.1,0.70752380952381,0.775977537414966,0.775977487528345
21000,1,200,0.005,0.708333333333333,0.775531433106576,0.775531410430839
21000,1,200,0.01,0.712,0.778803528344671,0.778803492063492
21000,1,200,0.03,0.712428571428571,0.783409111111111,0.783409079365079
21000,1,200,0.05,0.706857142857143,0.780002394557823,0.780002367346939
